# RA DEC VAL WEIGHT SAMPLE
0.233047 0.162086 -0.150807 1 25
0.239179 0.167363 0.209625 1 25
0.226914 0.167363 0.0988014 1 25
0.233047 0.172645 0.129371 1 25
0.208515 0.162086 -0.227598 1 25
0.214649 0.167363 -0.172949 1 25
0.202383 0.167363 -0.109146 1 25
0.208515 0.172645 0.0805705 1 25
0.22078 0.172645 0.144493 1 25
0.226914 0.177932 0.132253 1 25
0.214649 0.177932 0.233283 1 25
0.22078 0.183224 -0.236664 1 25
0.245312 0.172645 -0.122975 1 25
0.251446 0.177932 -0.123912 1 25
0.239179 0.177932 -0.0295409 1 25
0.245312 0.183224 -0.152206 1 25
0.257578 0.183224 -0.322066 1 25
0.263711 0.18852 0.145748 1 25
0.251446 0.18852 0.033531 1 25
0.257578 0.193823 -0.00258374 1 25
0.233047 0.183224 0.149708 1 25
0.239179 0.18852 -0.315388 1 25
0.226914 0.18852 -0.0656359 1 25
0.233047 0.193823 -0.0651613 1 25
0.245312 0.193823 -0.17921 1 25
0.251446 0.199132 -0.181729 1 25
0.239179 0.199132 -0.206521 1 25
0.245312 0.204445 -0.0899416 1 25
0.294375 0.172645 0.363966 1 28
0.300508 0.177932 -0.127098 1 28
0.288242 0.177932 0.12047 1 25
0.294375 0.183224 0.0179136 1 28
0.30664 0.183224 -0.0822095 1 28
0.312774 0.18852 0.358325 1 28
0.300508 0.18852 -0.172194 1 28
0.30664 0.193823 0.340453 1 28
0.28211 0.183224 -0.238209 1 25
0.288242 0.18852 -0.265659 1 25
0.275976 0.18852 0.0860788 1 25
0.28211 0.193823 -0.205109 1 25
0.294375 0.193823 0.471096 1 28
0.300508 0.199132 0.437261 1 28
0.288242 0.199132 0.115943 1 25
0.294375 0.204445 0.0745324 1 28
0.318905 0.193823 0.0137081 1 28
0.325039 0.199132 0.448182 1 28
0.312774 0.199132 -0.232735 1 28
0.318905 0.204445 0.281281 1 28
0.331172 0.204445 -0.10501 1 28
0.337304 0.209764 -0.206678 1 28
0.325039 0.209764 0.142324 1 28
0.331172 0.21509 0.0859082 1 28
0.30664 0.204445 0.00037086 1 28
0.312774 0.209764 0.142604 1 28
0.300508 0.209764 0.475147 1 28
0.30664 0.21509 0.337509 1 28
0.318905 0.21509 -0.00911528 1 28
0.325039 0.220421 0.0125846 1 28
0.312774 0.220421 0.119322 1 28
0.318905 0.225759 0.0265363 1 28
0.269845 0.193823 -0.262829 1 25
0.275976 0.199132 -0.0709879 1 25
0.263711 0.199132 -0.0724337 1 25
0.269845 0.204445 -0.480008 1 25
0.28211 0.204445 -0.00882208 1 25
0.288242 0.209764 -0.151854 1 25
0.275976 0.209764 -0.260472 1 25
0.28211 0.21509 -0.213356 1 25
0.257578 0.204445 -0.378148 1 25
0.263711 0.209764 -0.155631 1 25
0.251446 0.209764 -0.0579583 1 25
0.257578 0.21509 -0.129489 1 25
0.269845 0.21509 0.496541 1 25
0.275976 0.220421 0.243726 1 25
0.263711 0.220421 0.274517 1 25
0.269845 0.225759 -0.0564982 1 25
0.300508 0.220421 0.0629698 1 28
0.30664 0.225759 0.0515974 1 28
0.312774 0.231104 -0.0763885 1 28
0.300508 0.231104 -0.0137595 1 28
0.30664 0.236456 0.656235 1 28
0.28211 0.225759 -0.116141 1 25
0.288242 0.231104 -0.0166647 1 25
0.275976 0.231104 0.0670311 1 25
0.28211 0.236456 0.0118949 1 25
0.294375 0.236456 0.439937 1 28
0.300508 0.241813 0.30355 1 28
0.288242 0.241813 -0.0622181 1 25
0.294375 0.247179 0.0558251 1 28
0.3925 0.172645 0.686799 1 28
0.398633 0.177932 -0.0104514 1 28
0.386367 0.177932 0.401205 1 28
0.3925 0.183224 0.288261 1 28
0.404765 0.183224 -0.123916 1 28
0.410899 0.18852 -0.311146 1 28
0.398633 0.18852 0.108395 1 28
0.404765 0.193823 -0.266993 1 28
0.380235 0.183224 0.165727 1 28
0.386367 0.18852 0.10185 1 28
0.374101 0.18852 -0.0298827 1 28
0.380235 0.193823 0.0923806 1 28
0.3925 0.193823 0.10109 1 28
0.398633 0.199132 0.198172 1 28
0.386367 0.199132 -0.312431 1 28
0.3925 0.204445 0.224519 1 28
0.41703 0.193823 -0.238319 1 29
0.423164 0.199132 -0.319678 1 29
0.410899 0.199132 0.00037086 1 28
0.41703 0.204445 -0.267831 1 29
0.429297 0.204445 -0.0697328 1 29
0.435429 0.209764 -0.204281 1 29
0.429297 0.21509 0.0299746 1 29
0.404765 0.204445 0.0865598 1 28
0.410899 0.209764 -0.238381 1 28
0.398633 0.209764 0.256019 1 28
0.404765 0.21509 -0.341199 1 28
0.41703 0.21509 0.0525192 1 29
0.423164 0.220421 0.0609438 1 29
0.410899 0.220421 -0.170514 1 28
0.41703 0.225759 -0.0547186 1 29
0.36797 0.193823 -0.267702 1 28
0.374101 0.199132 0.200544 1 28
0.361836 0.199132 -0.0806853 1 28
0.36797 0.204445 0.117964 1 28
0.380235 0.204445 -0.0741973 1 28
0.386367 0.209764 -0.0266663 1 28
0.374101 0.209764 -0.104378 1 28
0.380235 0.21509 -0.29049 1 28
0.355703 0.204445 0.0655087 1 28
0.361836 0.209764 0.40797 1 28
0.349571 0.209764 0.14446 1 28
0.355703 0.21509 0.358562 1 28
0.36797 0.21509 0.132257 1 28
0.374101 0.220421 -0.503935 1 28
0.361836 0.220421 0.174105 1 28
0.36797 0.225759 0.225374 1 28
0.3925 0.21509 0.0203305 1 28
0.398633 0.220421 0.0477118 1 28
0.386367 0.220421 -0.0587363 1 28
0.3925 0.225759 -0.101224 1 28
0.404765 0.225759 -0.310263 1 28
0.410899 0.231104 0.134164 1 28
0.398633 0.231104 0.207441 1 28
0.404765 0.236456 0.461248 1 28
0.380235 0.225759 -0.229614 1 28
0.386367 0.231104 -0.110413 1 28
0.374101 0.231104 -0.25108 1 28
0.380235 0.236456 -0.0477666 1 28
0.3925 0.236456 0.0911789 1 28
0.398633 0.241813 0.369011 1 28
0.386367 0.241813 0.639905 1 28
0.3925 0.247179 -0.0746742 1 28
0.441563 0.21509 0.174437 1 29
0.447696 0.220421 0.0470498 1 29
0.435429 0.220421 0.0578843 1 29
0.441563 0.225759 -0.317247 1 29
0.453828 0.225759 0.0507009 1 29
0.459961 0.231104 0.0336219 1 29
0.447696 0.231104 0.0544449 1 29
0.453828 0.236456 0.368242 1 29
0.429297 0.225759 -0.404356 1 29
0.435429 0.231104 0.208471 1 29
0.423164 0.231104 0.254994 1 29
0.429297 0.236456 0.347335 1 29
0.441563 0.236456 0.276552 1 29
0.447696 0.241813 0.355251 1 29
0.435429 0.241813 0.0664016 1 29
0.441563 0.247179 0.112721 1 29
0.466095 0.236456 -0.0233247 1 29
0.472226 0.241813 -0.230377 1 29
0.459961 0.241813 0.163534 1 29
0.466095 0.247179 -0.347382 1 29
0.47836 0.247179 -0.0862314 1 29
0.484492 0.252552 0.151926 1 29
0.472226 0.252552 -0.263288 1 29
0.47836 0.257932 0.055493 1 29
0.453828 0.247179 -0.070974 1 29
0.459961 0.252552 0.159826 1 29
0.447696 0.252552 -0.107541 1 29
0.453828 0.257932 0.592679 1 29
0.466095 0.257932 0.767146 1 29
0.472226 0.26332 0.441703 1 29
0.459961 0.26332 0.306942 1 29
0.466095 0.268716 0.0166398 1 29
0.41703 0.236456 0.240893 1 29
0.423164 0.241813 0.251785 1 29
0.410899 0.241813 0.43967 1 28
0.41703 0.247179 0.0099721 1 29
0.429297 0.247179 0.152029 1 29
0.435429 0.252552 0.0688359 1 29
0.423164 0.252552 -0.0149684 1 29
0.429297 0.257932 0.427506 1 29
0.404765 0.247179 0.144053 1 28
0.410899 0.252552 0.572942 1 28
0.398633 0.252552 0.237664 1 28
0.404765 0.257932 0.580848 1 28
0.41703 0.257932 0.194152 1 29
0.423164 0.26332 0.158505 1 29
0.410899 0.26332 0.132202 1 28
0.41703 0.268716 -0.0639196 1 29
0.441563 0.257932 0.0615214 1 29
0.447696 0.26332 0.173842 1 29
0.435429 0.26332 0.611558 1 29
0.441563 0.268716 -0.13402 1 29
0.453828 0.268716 0.0122997 1 29
0.459961 0.27412 -0.0430819 1 29
0.447696 0.27412 0.113233 1 29
0.453828 0.279532 0.298702 1 29
0.429297 0.268716 0.00582588 1 29
0.435429 0.27412 0.00827634 1 29
0.429297 0.279532 0.16711 1 29
0.441563 0.279532 0.500933 1 29
0.447696 0.284952 0.0724565 1 29
0.435429 0.284952 -0.145706 1 29
0.441563 0.29038 -0.124693 1 29
0.343438 0.21509 0.318132 1 28
0.349571 0.220421 -0.0834553 1 28
0.337304 0.220421 0.0081476 1 28
0.343438 0.225759 -0.0467392 1 28
0.355703 0.225759 -0.370273 1 28
0.361836 0.231104 -0.210049 1 28
0.349571 0.231104 -0.106365 1 28
0.355703 0.236456 0.39544 1 28
0.331172 0.225759 -0.0165227 1 28
0.337304 0.231104 0.279801 1 28
0.325039 0.231104 -0.0101792 1 28
0.331172 0.236456 0.149863 1 28
0.349571 0.241813 0.174349 1 28
0.36797 0.236456 0.251483 1 28
0.374101 0.241813 0.0558093 1 28
0.361836 0.241813 0.501849 1 28
0.36797 0.247179 0.00945342 1 28
0.380235 0.247179 -0.235217 1 28
0.386367 0.252552 0.016095 1 28
0.355703 0.247179 0.339018 1 28
0.361836 0.252552 0.122927 1 28
0.349571 0.252552 -0.0148238 1 28
0.355703 0.257932 0.0967145 1 28
0.361836 0.26332 -0.25301 1 28
0.36797 0.268716 0.290137 1 28
0.318905 0.236456 0.616611 1 28
0.325039 0.241813 0.125927 1 28
0.312774 0.241813 0.77666 1 28
0.318905 0.247179 0.0367594 1 28
0.337304 0.252552 -0.425981 1 28
0.325039 0.252552 -0.2267 1 28
0.331172 0.257932 -0.0719317 1 28
0.30664 0.247179 -0.00115955 1 28
0.312774 0.252552 0.116906 1 28
0.300508 0.252552 0.509454 1 28
0.30664 0.257932 0.221725 1 28
0.318905 0.257932 0.00643277 1 28
0.325039 0.26332 -0.186479 1 28
0.312774 0.26332 0.139036 1 28
0.318905 0.268716 -0.254452 1 28
0.343438 0.257932 -0.0286466 1 28
0.349571 0.26332 -0.161852 1 28
0.337304 0.26332 -0.149251 1 28
0.343438 0.268716 -0.258882 1 28
0.355703 0.268716 0.0227016 1 28
0.361836 0.27412 0.120234 1 28
0.349571 0.27412 0.0978084 1 28
0.355703 0.279532 -0.0738704 1 28
0.331172 0.268716 -0.184053 1 28
0.337304 0.27412 -0.0204828 1 28
0.325039 0.27412 0.28016 1 28
0.331172 0.279532 0.0871174 1 28
0.343438 0.279532 -0.0997534 1 28
0.349571 0.284952 -0.0680044 1 28
0.337304 0.284952 -0.119223 1 28
0.343438 0.29038 0.0461057 1 28
0.3925 0.257932 0.0888727 1 28
0.398633 0.26332 0.730687 1 28
0.386367 0.26332 -0.0305563 1 28
0.3925 0.268716 0.309951 1 28
0.410899 0.27412 -0.0632407 1 28
0.380235 0.268716 0.418532 1 28
0.386367 0.27412 -0.263454 1 28
0.374101 0.27412 -0.0495464 1 28
0.380235 0.279532 -0.319883 1 28
0.3925 0.279532 -0.073657 1 28
0.398633 0.284952 0.742735 1 28
0.41703 0.279532 0.171835 1 29
0.423164 0.284952 0.0101748 1 29
0.410899 0.284952 -0.0925888 1 28
0.41703 0.29038 -0.131853 1 29
0.429297 0.29038 0.335405 1 29
0.435429 0.295819 -0.324044 1 29
0.423164 0.295819 -0.068317 1 29
0.429297 0.301266 0.0609554 1 29
0.404765 0.29038 -0.181581 1 28
0.410899 0.295819 -0.318737 1 28
0.398633 0.295819 0.275736 1 28
0.404765 0.301266 -0.238705 1 28
0.41703 0.301266 0.0855047 1 29
0.423164 0.306722 -0.203522 1 29
0.410899 0.306722 -0.178295 1 28
0.41703 0.312188 0.114571 1 29
0.36797 0.279532 0.0756124 1 28
0.374101 0.284952 0.473153 1 28
0.361836 0.284952 0.454811 1 28
0.36797 0.29038 0.139765 1 28
0.374101 0.295819 -0.0286249 1 28
0.380235 0.301266 -0.345414 1 28
0.355703 0.29038 -0.0112289 1 28
0.349571 0.295819 -0.295058 1 28
0.355703 0.301266 -0.261016 1 28
0.36797 0.301266 0.209077 1 28
0.374101 0.306722 -0.182991 1 28
0.361836 0.306722 -0.323755 1 28
0.36797 0.312188 -0.0229828 1 28
0.3925 0.301266 0.083711 1 28
0.398633 0.306722 0.25938 1 28
0.386367 0.306722 0.0279988 1 28
0.3925 0.312188 0.469525 1 28
0.404765 0.312188 0.0171986 1 28
0.410899 0.317663 0.341433 1 28
0.398633 0.317663 0.252095 1 28
0.404765 0.323148 0.00958657 1 28
0.380235 0.312188 0.183793 1 28
0.386367 0.317663 0.166595 1 28
0.374101 0.317663 0.222345 1 28
0.380235 0.323148 0.0879272 1 28
0.3925 0.323148 -0.231366 1 28
0.398633 0.328643 -0.0770487 1 28
0.386367 0.328643 0.0374539 1 28
0.3925 0.334148 0.0847008 1 28
-0.202383 -0.167363 0.555471 1 4
-0.214649 -0.167363 0.387108 1 4
-0.208515 -0.162086 0.559237 1 4
-0.226914 -0.167363 0.379429 1 4
-0.239179 -0.167363 0.135799 1 4
-0.233047 -0.162086 0.0657656 1 4
-0.22078 -0.162086 -0.0142698 1 4
-0.214649 -0.156813 0.584379 1 4
-0.226914 -0.156813 0.223793 1 4
-0.22078 -0.151545 0.285343 1 4
-0.245312 -0.162086 0.275359 1 4
-0.239179 -0.156813 -0.145352 1 4
-0.245312 -0.151545 -0.0750193 1 4
-0.233047 -0.151545 0.0604141 1 4
-0.226914 -0.146281 -0.0941035 1 4
-0.239179 -0.146281 -0.127447 1 4
-0.233047 -0.141021 -0.170586 1 4
-0.251446 -0.146281 -0.051846 1 4
-0.263711 -0.146281 -0.1874 1 4
-0.257578 -0.141021 -0.243295 1 4
-0.245312 -0.141021 -0.00703615 1 4
-0.239179 -0.135765 -0.322469 1 4
-0.251446 -0.135765 -0.149481 1 4
-0.245312 -0.130513 -0.0954319 1 4
-0.331172 -0.141021 -0.207334 1 1
-0.355703 -0.141021 -0.00179863 1 1
-0.343438 -0.141021 -0.127486 1 1
-0.337304 -0.135765 -0.0430363 1 1
-0.349571 -0.135765 0.478253 1 1
-0.343438 -0.130513 0.00937521 1 1
-0.275976 -0.146281 -0.129658 1 4
-0.28211 -0.141021 0.0657853 1 4
-0.30664 -0.141021 -0.0626137 1 4
-0.269845 -0.141021 0.223881 1 4
-0.263711 -0.135765 -0.0281079 1 4
-0.275976 -0.135765 0.129294 1 4
-0.269845 -0.130513 0.197526 1 4
-0.257578 -0.130513 -0.100927 1 4
-0.251446 -0.125264 0.337728 1 4
-0.263711 -0.125264 0.128279 1 4
-0.257578 -0.120019 0.337681 1 4
-0.28211 -0.130513 0.224596 1 4
-0.275976 -0.125264 0.372176 1 4
-0.28211 -0.120019 0.426648 1 4
-0.269845 -0.120019 0.0911005 1 4
-0.263711 -0.114777 0.0197014 1 4
-0.275976 -0.114777 0.407661 1 4
-0.269845 -0.109539 -0.288631 1 4
-0.318905 -0.141021 0.0418487 1 4
-0.312774 -0.135765 0.0902905 1 4
-0.325039 -0.135765 -0.0890775 1 1
-0.318905 -0.130513 0.0437238 1 4
-0.30664 -0.130513 0.0336679 1 4
-0.312774 -0.125264 0.0907379 1 4
-0.30664 -0.120019 -0.0569314 1 4
-0.331172 -0.130513 -0.146473 1 1
-0.325039 -0.125264 -0.265824 1 1
-0.337304 -0.125264 -0.0655992 1 1
-0.331172 -0.120019 -0.222231 1 1
-0.318905 -0.120019 0.191554 1 4
-0.312774 -0.114777 0.0982051 1 4
-0.325039 -0.114777 0.255658 1 1
-0.318905 -0.109539 -0.121799 1 4
-0.294375 -0.120019 -0.122134 1 4
-0.288242 -0.114777 -0.207942 1 4
-0.300508 -0.114777 -0.0777808 1 4
-0.294375 -0.109539 -0.176695 1 4
-0.28211 -0.109539 -0.0520298 1 4
-0.275976 -0.104303 -0.31804 1 4
-0.288242 -0.104303 0.14772 1 4
-0.28211 -0.0990703 0.151499 1 4
-0.30664 -0.109539 -0.47666 1 4
-0.300508 -0.104303 -0.39817 1 4
-0.312774 -0.104303 0.0350897 1 4
-0.30664 -0.0990703 -0.0159231 1 4
-0.294375 -0.0990703 -0.482791 1 4
-0.288242 -0.0938403 0.057333 1 4
-0.300508 -0.0938403 -0.404426 1 4
-0.294375 -0.0886129 -0.0798578 1 4
-0.447696 -0.135765 0.0593275 1 1
-0.441563 -0.130513 0.118656 1 1
-0.509024 -0.156813 -0.0930212 1 0
-0.515155 -0.151545 0.123776 1 0
-0.527422 -0.151545 0.197886 1 0
-0.521289 -0.146281 -0.345488 1 0
-0.533554 -0.146281 0.132766 1 0
-0.527422 -0.141021 -0.0195802 1 0
-0.545821 -0.146281 0.136907 1 0
-0.539687 -0.141021 -0.127017 1 0
-0.533554 -0.135765 -0.150983 1 0
-0.539687 -0.130513 -0.0392887 1 0
-0.496758 -0.156813 0.197393 1 1
-0.50289 -0.151545 -0.138833 1 1
-0.496758 -0.146281 -0.0259304 1 1
-0.509024 -0.146281 0.138756 1 0
-0.50289 -0.141021 0.399619 1 1
-0.490625 -0.141021 0.342984 1 1
-0.496758 -0.135765 -0.0648443 1 1
-0.490625 -0.130513 -0.279923 1 1
-0.459961 -0.135765 -0.0722983 1 1
-0.466095 -0.130513 -0.206137 1 1
-0.453828 -0.130513 -0.170123 1 1
-0.447696 -0.125264 -0.067995 1 1
-0.459961 -0.125264 0.106241 1 1
-0.453828 -0.120019 -0.0684801 1 1
-0.47836 -0.130513 -0.14191 1 1
-0.472226 -0.125264 0.161366 1 1
-0.484492 -0.125264 -0.235239 1 1
-0.47836 -0.120019 -0.104838 1 1
-0.466095 -0.120019 0.193165 1 1
-0.459961 -0.114777 0.184573 1 1
-0.472226 -0.114777 0.12048 1 1
-0.466095 -0.109539 0.221028 1 1
-0.515155 -0.141021 -0.132235 1 0
-0.509024 -0.135765 0.346703 1 0
-0.521289 -0.135765 0.036306 1 0
-0.515155 -0.130513 -0.232495 1 0
-0.50289 -0.130513 -0.23141 1 1
-0.496758 -0.125264 -0.132479 1 1
-0.509024 -0.125264 -0.0968742 1 0
-0.50289 -0.120019 -0.184364 1 1
-0.527422 -0.130513 -0.201303 1 0
-0.521289 -0.125264 -0.233912 1 0
-0.533554 -0.125264 -0.0537033 1 0
-0.527422 -0.120019 -0.15683 1 0
-0.515155 -0.120019 0.0355229 1 0
-0.509024 -0.114777 -0.208663 1 0
-0.521289 -0.114777 0.17527 1 0
-0.515155 -0.109539 -0.311326 1 0
-0.490625 -0.120019 -0.332474 1 1
-0.484492 -0.114777 -0.121077 1 1
-0.496758 -0.114777 -0.172316 1 1
-0.490625 -0.109539 0.180004 1 1
-0.47836 -0.109539 -0.0963585 1 1
-0.472226 -0.104303 -0.0125255 1 1
-0.484492 -0.104303 0.223789 1 1
-0.47836 -0.0990703 0.164507 1 1
-0.50289 -0.109539 -0.0288982 1 1
-0.496758 -0.104303 0.588077 1 1
-0.509024 -0.104303 0.508121 1 0
-0.50289 -0.0990703 0.441477 1 1
-0.490625 -0.0990703 0.605765 1 1
-0.484492 -0.0938403 0.429546 1 1
-0.496758 -0.0938403 -0.0645006 1 1
-0.490625 -0.0886129 -0.0939956 1 1
-0.386367 -0.135765 -0.026355 1 1
-0.398633 -0.135765 -0.159149 1 1
-0.3925 -0.130513 0.0920129 1 1
-0.361836 -0.135765 0.00591958 1 1
-0.374101 -0.135765 0.391487 1 1
-0.36797 -0.130513 -0.148911 1 1
-0.355703 -0.130513 0.0576017 1 1
-0.349571 -0.125264 0.236623 1 1
-0.361836 -0.125264 0.349467 1 1
-0.355703 -0.120019 0.033531 1 1
-0.380235 -0.130513 0.220282 1 1
-0.374101 -0.125264 -0.125677 1 1
-0.386367 -0.125264 0.310103 1 1
-0.380235 -0.120019 -0.12957 1 1
-0.36797 -0.120019 -0.0148981 1 1
-0.361836 -0.114777 0.0370756 1 1
-0.374101 -0.114777 -0.0392144 1 1
-0.36797 -0.109539 0.0888807 1 1
-0.410899 -0.135765 -0.10341 1 1
-0.41703 -0.130513 0.25855 1 1
-0.404765 -0.130513 -0.442771 1 1
-0.398633 -0.125264 -0.0402325 1 1
-0.410899 -0.125264 0.0610502 1 1
-0.404765 -0.120019 0.414225 1 1
-0.435429 -0.125264 -0.0222904 1 1
-0.429297 -0.120019 0.403695 1 1
-0.41703 -0.120019 0.105822 1 1
-0.410899 -0.114777 0.464715 1 1
-0.423164 -0.114777 0.460706 1 1
-0.41703 -0.109539 0.309862 1 1
-0.3925 -0.120019 0.340296 1 1
-0.386367 -0.114777 0.205849 1 1
-0.398633 -0.114777 0.374817 1 1
-0.3925 -0.109539 -0.188888 1 1
-0.380235 -0.109539 0.0548743 1 1
-0.374101 -0.104303 0.277495 1 1
-0.386367 -0.104303 0.387529 1 1
-0.380235 -0.0990703 -0.121866 1 1
-0.404765 -0.109539 -0.261471 1 1
-0.398633 -0.104303 0.307275 1 1
-0.410899 -0.104303 0.463239 1 1
-0.404765 -0.0990703 0.175165 1 1
-0.3925 -0.0990703 0.371767 1 1
-0.386367 -0.0938403 -0.31751 1 1
-0.398633 -0.0938403 0.353276 1 1
-0.3925 -0.0886129 0.0929742 1 1
-0.343438 -0.120019 -0.0343772 1 1
-0.337304 -0.114777 0.172208 1 1
-0.349571 -0.114777 0.132697 1 1
-0.343438 -0.109539 0.459026 1 1
-0.331172 -0.109539 0.301756 1 1
-0.325039 -0.104303 0.0052321 1 1
-0.337304 -0.104303 -0.341347 1 1
-0.331172 -0.0990703 -0.0467557 1 1
-0.355703 -0.109539 0.269264 1 1
-0.349571 -0.104303 -0.0693874 1 1
-0.361836 -0.104303 0.0957479 1 1
-0.355703 -0.0990703 0.058737 1 1
-0.343438 -0.0990703 -0.222514 1 1
-0.349571 -0.0938403 -0.0917531 1 1
-0.318905 -0.0990703 -0.129968 1 4
-0.312774 -0.0938403 -0.170231 1 4
-0.325039 -0.0938403 -0.260984 1 1
-0.318905 -0.0886129 -0.166781 1 4
-0.30664 -0.0886129 -0.183817 1 4
-0.300508 -0.0833878 -0.290827 1 4
-0.312774 -0.0833878 -0.151106 1 4
-0.30664 -0.0781651 -0.349044 1 4
-0.325039 -0.0833878 -0.0601274 1 1
-0.331172 -0.0781651 0.248077 1 1
-0.318905 -0.0781651 -0.0504993 1 4
-0.312774 -0.0729445 -0.474576 1 4
-0.325039 -0.0729445 -0.290691 1 1
-0.318905 -0.0677258 0.223918 1 4
-0.36797 -0.0990703 -0.0424584 1 1
-0.361836 -0.0938403 -0.23211 1 1
-0.374101 -0.0938403 0.070707 1 1
-0.36797 -0.0886129 0.293006 1 1
-0.355703 -0.0886129 -0.303221 1 1
-0.349571 -0.0833878 -0.0911447 1 1
-0.361836 -0.0833878 0.396757 1 1
-0.355703 -0.0781651 -0.0779973 1 1
-0.380235 -0.0886129 -0.400979 1 1
-0.374101 -0.0833878 0.41199 1 1
-0.386367 -0.0833878 0.173824 1 1
-0.380235 -0.0781651 0.0104003 1 1
-0.36797 -0.0781651 0.216667 1 1
-0.361836 -0.0729445 0.579993 1 1
-0.374101 -0.0729445 0.28044 1 1
-0.36797 -0.0677258 0.0183094 1 1
-0.343438 -0.0781651 -0.479594 1 1
-0.337304 -0.0729445 0.095596 1 1
-0.349571 -0.0729445 -0.426173 1 1
-0.343438 -0.0677258 -0.131657 1 1
-0.331172 -0.0677258 -0.264972 1 1
-0.325039 -0.062509 -0.0641446 1 1
-0.337304 -0.062509 -0.29304 1 1
-0.331172 -0.057294 -0.0113385 1 1
-0.355703 -0.0677258 0.286932 1 1
-0.349571 -0.062509 0.0630966 1 1
-0.361836 -0.062509 -0.129562 1 1
-0.355703 -0.057294 -0.428563 1 1
-0.343438 -0.057294 -0.23094 1 1
-0.337304 -0.0520806 -0.266003 1 1
-0.349571 -0.0520806 0.0341431 1 1
-0.343438 -0.0468683 -0.368226 1 1
-0.441563 -0.120019 0.330653 1 1
-0.435429 -0.114777 -0.048075 1 1
-0.447696 -0.114777 -0.107149 1 1
-0.441563 -0.109539 -0.0993845 1 1
-0.429297 -0.109539 -0.0584205 1 1
-0.423164 -0.104303 -0.535345 1 1
-0.435429 -0.104303 0.294536 1 1
-0.429297 -0.0990703 0.116356 1 1
-0.453828 -0.109539 -0.267821 1 1
-0.447696 -0.104303 -0.018027 1 1
-0.459961 -0.104303 0.240399 1 1
-0.453828 -0.0990703 0.270507 1 1
-0.441563 -0.0990703 0.148208 1 1
-0.435429 -0.0938403 -0.129575 1 1
-0.447696 -0.0938403 -0.0135348 1 1
-0.441563 -0.0886129 0.0706638 1 1
-0.41703 -0.0990703 0.177717 1 1
-0.410899 -0.0938403 -0.355217 1 1
-0.423164 -0.0938403 -0.105127 1 1
-0.41703 -0.0886129 -0.426728 1 1
-0.404765 -0.0886129 0.417482 1 1
-0.398633 -0.0833878 0.183051 1 1
-0.410899 -0.0833878 0.2861 1 1
-0.404765 -0.0781651 -0.0194468 1 1
-0.429297 -0.0886129 -0.127129 1 1
-0.423164 -0.0833878 0.0217708 1 1
-0.435429 -0.0833878 -0.210923 1 1
-0.429297 -0.0781651 -0.196302 1 1
-0.41703 -0.0781651 -0.156676 1 1
-0.410899 -0.0729445 -0.0396866 1 1
-0.423164 -0.0729445 0.108521 1 1
-0.41703 -0.0677258 -0.290501 1 1
-0.466095 -0.0990703 0.0215098 1 1
-0.459961 -0.0938403 -0.188873 1 1
-0.472226 -0.0938403 -0.0163341 1 1
-0.466095 -0.0886129 -0.230123 1 1
-0.453828 -0.0886129 -0.0532821 1 1
-0.447696 -0.0833878 -0.158133 1 1
-0.459961 -0.0833878 0.284054 1 1
-0.453828 -0.0781651 0.0338136 1 1
-0.47836 -0.0886129 -0.141904 1 1
-0.472226 -0.0833878 -0.171441 1 1
-0.484492 -0.0833878 -0.289904 1 1
-0.47836 -0.0781651 -0.206672 1 1
-0.466095 -0.0781651 0.177968 1 1
-0.459961 -0.0729445 0.840996 1 1
-0.472226 -0.0729445 -0.210768 1 1
-0.466095 -0.0677258 0.435068 1 1
-0.441563 -0.0781651 -0.0266663 1 1
-0.435429 -0.0729445 0.16862 1 1
-0.447696 -0.0729445 0.398807 1 1
-0.441563 -0.0677258 0.289775 1 1
-0.429297 -0.0677258 0.0592912 1 1
-0.423164 -0.062509 0.0920395 1 1
-0.435429 -0.062509 0.315512 1 1
-0.429297 -0.057294 0.158034 1 1
-0.453828 -0.0677258 0.171546 1 1
-0.447696 -0.062509 0.220604 1 1
-0.459961 -0.062509 -0.0192451 1 1
-0.453828 -0.057294 -0.105127 1 1
-0.441563 -0.057294 0.0120803 1 1
-0.435429 -0.0520806 0.331408 1 1
-0.447696 -0.0520806 0.0199026 1 1
-0.441563 -0.0468683 -0.100741 1 1
-0.3925 -0.0781651 -0.230817 1 1
-0.386367 -0.0729445 -0.0668507 1 1
-0.398633 -0.0729445 -0.259797 1 1
-0.3925 -0.0677258 -0.150642 1 1
-0.380235 -0.0677258 -0.313403 1 1
-0.374101 -0.062509 -0.202879 1 1
-0.386367 -0.062509 -0.346168 1 1
-0.380235 -0.057294 -0.423433 1 1
-0.404765 -0.0677258 -0.294639 1 1
-0.398633 -0.062509 -0.294948 1 1
-0.410899 -0.062509 -0.213583 1 1
-0.404765 -0.057294 -0.125914 1 1
-0.3925 -0.057294 -0.214462 1 1
-0.386367 -0.0520806 -0.473665 1 1
-0.398633 -0.0520806 -0.267238 1 1
-0.3925 -0.0468683 0.116238 1 1
-0.36797 -0.057294 -0.02726 1 1
-0.361836 -0.0520806 -0.179651 1 1
-0.374101 -0.0520806 -0.134689 1 1
-0.36797 -0.0468683 -0.164859 1 1
-0.355703 -0.0468683 -0.105438 1 1
-0.349571 -0.0416577 -0.0421602 1 1
-0.361836 -0.0416577 -0.1254 1 1
